record_id,study,task,arm,display_name,seed,task_score,composite_score,generation_zero_task_score,path,skill_path,parameters_path,scene_bank_path,scene_index,cell_record_path,run_log_path,sha256,render_addressable,source,scene_config
p-random-bandit-fixed-obstacle_reach-seed-06,primary,obstacle_reach,random-bandit-fixed,Random-BanditRefine-FixedST,6,8.260111979533754e-36,-0.12,7.587095488952929e-36,data/skills/best/p-random-bandit-fixed-obstacle_reach-seed-06.yaml,data/skills/best/p-random-bandit-fixed-obstacle_reach-seed-06.yaml,data/parameters/p-random-bandit-fixed-obstacle_reach-seed-06.json,data/scenes/p-random-bandit-fixed-obstacle_reach-seed-06.json,0,data/records/primary/p-random-bandit-fixed-obstacle_reach-seed-06.json,data/logs/run/p-random-bandit-fixed-obstacle_reach-seed-06.json,5f9c0f53d53d3995df48b6d30cef5bda6fef83283682c1116c56a3e5c57cfc4b,true,random-bandit-fixed,"{""robot"":""panda"",""object_xml"":""obstacle_block"",""target_markers"":[[0.7,0,0.15]]}"
p-random-bandit-fixed-obstacle_reach-seed-07,primary,obstacle_reach,random-bandit-fixed,Random-BanditRefine-FixedST,7,2.9191312706238037e-34,0.010000000000000037,5.087524668482808e-44,data/skills/best/p-random-bandit-fixed-obstacle_reach-seed-07.yaml,data/skills/best/p-random-bandit-fixed-obstacle_reach-seed-07.yaml,data/parameters/p-random-bandit-fixed-obstacle_reach-seed-07.json,data/scenes/p-random-bandit-fixed-obstacle_reach-seed-07.json,0,data/records/primary/p-random-bandit-fixed-obstacle_reach-seed-07.json,data/logs/run/p-random-bandit-fixed-obstacle_reach-seed-07.json,521c4984df30b0358e777f659c9386f90988ea03bfc90c6af48000dc3069688c,true,random-bandit-fixed,"{""robot"":""panda"",""object_xml"":""obstacle_block"",""target_markers"":[[0.7,0,0.15]]}"
p-random-bandit-fixed-obstacle_reach-seed-08,primary,obstacle_reach,random-bandit-fixed,Random-BanditRefine-FixedST,8,0.13750094545613226,0.4875009454561322,1.6114513272843886e-42,data/skills/best/p-random-bandit-fixed-obstacle_reach-seed-08.yaml,data/skills/best/p-random-bandit-fixed-obstacle_reach-seed-08.yaml,data/parameters/p-random-bandit-fixed-obstacle_reach-seed-08.json,data/scenes/p-random-bandit-fixed-obstacle_reach-seed-08.json,0,data/records/primary/p-random-bandit-fixed-obstacle_reach-seed-08.json,data/logs/run/p-random-bandit-fixed-obstacle_reach-seed-08.json,63347125ce1637cf807960e25f587ed3eb7088f9bf141e6cc0b476544b705175,true,random-bandit-fixed,"{""robot"":""panda"",""object_xml"":""obstacle_block"",""target_markers"":[[0.7,0,0.15]]}"
p-random-bandit-fixed-obstacle_reach-seed-09,primary,obstacle_reach,random-bandit-fixed,Random-BanditRefine-FixedST,9,0.7675038330165354,1.6375038330165355,1.79881445031102e-17,data/skills/best/p-random-bandit-fixed-obstacle_reach-seed-09.yaml,data/skills/best/p-random-bandit-fixed-obstacle_reach-seed-09.yaml,data/parameters/p-random-bandit-fixed-obstacle_reach-seed-09.json,data/scenes/p-random-bandit-fixed-obstacle_reach-seed-09.json,0,data/records/primary/p-random-bandit-fixed-obstacle_reach-seed-09.json,data/logs/run/p-random-bandit-fixed-obstacle_reach-seed-09.json,8c65a5b8d70a773c6d907a1735c4ff87bdd09bff8d5875b383aa2c343fef51d4,true,random-bandit-fixed,"{""robot"":""panda"",""object_xml"":""obstacle_block"",""target_markers"":[[0.7,0,0.15]]}"
p-random-bandit-fixed-peg_channel-seed-00,primary,peg_channel,random-bandit-fixed,Random-BanditRefine-FixedST,0,0.8327757212489425,0.20510626478114735,0.28801463907852115,data/skills/best/p-random-bandit-fixed-peg_channel-seed-00.yaml,data/skills/best/p-random-bandit-fixed-peg_channel-seed-00.yaml,data/parameters/p-random-bandit-fixed-peg_channel-seed-00.json,data/scenes/p-random-bandit-fixed-peg_channel-seed-00.json,0,data/records/primary/p-random-bandit-fixed-peg_channel-seed-00.json,data/logs/run/p-random-bandit-fixed-peg_channel-seed-00.json,b5c4ffb544b0e59668db8ec9aa240838f454fa1fa476bebb4cdb2f308e9f2855,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
p-random-bandit-fixed-peg_channel-seed-01,primary,peg_channel,random-bandit-fixed,Random-BanditRefine-FixedST,1,0.8699197958988022,0.5231713430054479,0.6602786906878436,data/skills/best/p-random-bandit-fixed-peg_channel-seed-01.yaml,data/skills/best/p-random-bandit-fixed-peg_channel-seed-01.yaml,data/parameters/p-random-bandit-fixed-peg_channel-seed-01.json,data/scenes/p-random-bandit-fixed-peg_channel-seed-01.json,0,data/records/primary/p-random-bandit-fixed-peg_channel-seed-01.json,data/logs/run/p-random-bandit-fixed-peg_channel-seed-01.json,01c51ac4718e6332a1ec8f20c4eb2381a4ef33b7c999a3830c3ecf78cde85c15,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
p-random-bandit-fixed-peg_channel-seed-02,primary,peg_channel,random-bandit-fixed,Random-BanditRefine-FixedST,2,0.7581599061541162,0.7281599061541162,0.7581599061541162,data/skills/best/p-random-bandit-fixed-peg_channel-seed-02.yaml,data/skills/best/p-random-bandit-fixed-peg_channel-seed-02.yaml,data/parameters/p-random-bandit-fixed-peg_channel-seed-02.json,data/scenes/p-random-bandit-fixed-peg_channel-seed-02.json,0,data/records/primary/p-random-bandit-fixed-peg_channel-seed-02.json,data/logs/run/p-random-bandit-fixed-peg_channel-seed-02.json,4a89f731e6bdf91b2a6dcaa9fe3b9900fa58823a098ae70d491d38156751e466,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
p-random-bandit-fixed-peg_channel-seed-03,primary,peg_channel,random-bandit-fixed,Random-BanditRefine-FixedST,3,0.5944462283946085,0.4644462283946085,0.18671179269745378,data/skills/best/p-random-bandit-fixed-peg_channel-seed-03.yaml,data/skills/best/p-random-bandit-fixed-peg_channel-seed-03.yaml,data/parameters/p-random-bandit-fixed-peg_channel-seed-03.json,data/scenes/p-random-bandit-fixed-peg_channel-seed-03.json,0,data/records/primary/p-random-bandit-fixed-peg_channel-seed-03.json,data/logs/run/p-random-bandit-fixed-peg_channel-seed-03.json,d3e35f0fb3c35742adb6e74cfbfaa7133696e5859a53c7e16fa1f272b239723e,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
p-random-bandit-fixed-peg_channel-seed-04,primary,peg_channel,random-bandit-fixed,Random-BanditRefine-FixedST,4,0.7865932305703508,0.44981816969436766,0.6381883776156144,data/skills/best/p-random-bandit-fixed-peg_channel-seed-04.yaml,data/skills/best/p-random-bandit-fixed-peg_channel-seed-04.yaml,data/parameters/p-random-bandit-fixed-peg_channel-seed-04.json,data/scenes/p-random-bandit-fixed-peg_channel-seed-04.json,0,data/records/primary/p-random-bandit-fixed-peg_channel-seed-04.json,data/logs/run/p-random-bandit-fixed-peg_channel-seed-04.json,a580caa944d35642cf9c8aa76fbe7d57c33e9e29689415da5f806bfd361b0be3,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
p-random-bandit-fixed-peg_channel-seed-05,primary,peg_channel,random-bandit-fixed,Random-BanditRefine-FixedST,5,0.7282159488666587,0.10980757843703287,0.0003811511640060045,data/skills/best/p-random-bandit-fixed-peg_channel-seed-05.yaml,data/skills/best/p-random-bandit-fixed-peg_channel-seed-05.yaml,data/parameters/p-random-bandit-fixed-peg_channel-seed-05.json,data/scenes/p-random-bandit-fixed-peg_channel-seed-05.json,0,data/records/primary/p-random-bandit-fixed-peg_channel-seed-05.json,data/logs/run/p-random-bandit-fixed-peg_channel-seed-05.json,f8cffa047bf82ce47cc8b6b22606d24650dacfb505d4ef1393a67081b5e55e24,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
p-random-bandit-fixed-peg_channel-seed-06,primary,peg_channel,random-bandit-fixed,Random-BanditRefine-FixedST,6,0.06258971788347255,-0.07735627692191946,0.0,data/skills/best/p-random-bandit-fixed-peg_channel-seed-06.yaml,data/skills/best/p-random-bandit-fixed-peg_channel-seed-06.yaml,data/parameters/p-random-bandit-fixed-peg_channel-seed-06.json,data/scenes/p-random-bandit-fixed-peg_channel-seed-06.json,0,data/records/primary/p-random-bandit-fixed-peg_channel-seed-06.json,data/logs/run/p-random-bandit-fixed-peg_channel-seed-06.json,e1293a7ebfb40a45e0ce9723d4879136a29fac4ddf579c5d4ae2fd056a117c3b,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
p-random-bandit-fixed-peg_channel-seed-07,primary,peg_channel,random-bandit-fixed,Random-BanditRefine-FixedST,7,0.569643074697576,0.16275712771241474,0.24791119676799708,data/skills/best/p-random-bandit-fixed-peg_channel-seed-07.yaml,data/skills/best/p-random-bandit-fixed-peg_channel-seed-07.yaml,data/parameters/p-random-bandit-fixed-peg_channel-seed-07.json,data/scenes/p-random-bandit-fixed-peg_channel-seed-07.json,0,data/records/primary/p-random-bandit-fixed-peg_channel-seed-07.json,data/logs/run/p-random-bandit-fixed-peg_channel-seed-07.json,af91e527eb05bb8b45b2f17cf77909941a9d643324f4d23dca8bb06cec2385fc,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
p-random-bandit-fixed-peg_channel-seed-08,primary,peg_channel,random-bandit-fixed,Random-BanditRefine-FixedST,8,0.12408485153038186,0.3089101133613634,0.0,data/skills/best/p-random-bandit-fixed-peg_channel-seed-08.yaml,data/skills/best/p-random-bandit-fixed-peg_channel-seed-08.yaml,data/parameters/p-random-bandit-fixed-peg_channel-seed-08.json,data/scenes/p-random-bandit-fixed-peg_channel-seed-08.json,0,data/records/primary/p-random-bandit-fixed-peg_channel-seed-08.json,data/logs/run/p-random-bandit-fixed-peg_channel-seed-08.json,03497da5d150ad1a55aea4d8601206461298f4313fb0f57c14a241765dadb679,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
p-random-bandit-fixed-peg_channel-seed-09,primary,peg_channel,random-bandit-fixed,Random-BanditRefine-FixedST,9,0.6885401391948373,0.005763091919218699,0.03210636896095224,data/skills/best/p-random-bandit-fixed-peg_channel-seed-09.yaml,data/skills/best/p-random-bandit-fixed-peg_channel-seed-09.yaml,data/parameters/p-random-bandit-fixed-peg_channel-seed-09.json,data/scenes/p-random-bandit-fixed-peg_channel-seed-09.json,0,data/records/primary/p-random-bandit-fixed-peg_channel-seed-09.json,data/logs/run/p-random-bandit-fixed-peg_channel-seed-09.json,46b198447e3c976cf9e60836ceac6d2046e0fc5e372460a0f0be4b3eead4e8df,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
p-random-bandit-fixed-peg_insert-seed-00,primary,peg_insert,random-bandit-fixed,Random-BanditRefine-FixedST,0,0.9561528937414666,0.16439208217282641,0.937055446051083,data/skills/best/p-random-bandit-fixed-peg_insert-seed-00.yaml,data/skills/best/p-random-bandit-fixed-peg_insert-seed-00.yaml,data/parameters/p-random-bandit-fixed-peg_insert-seed-00.json,data/scenes/p-random-bandit-fixed-peg_insert-seed-00.json,0,data/records/primary/p-random-bandit-fixed-peg_insert-seed-00.json,data/logs/run/p-random-bandit-fixed-peg_insert-seed-00.json,2616828834dd738945d67ef980090c7f9e00665915539b1c933e2ce0ee6f4d11,true,random-bandit-fixed,"{""robot"":""panda_peg"",""object_xml"":""peg_socket""}"
p-random-bandit-fixed-peg_insert-seed-01,primary,peg_insert,random-bandit-fixed,Random-BanditRefine-FixedST,1,0.958494493085113,0.47065865839073934,0.956390511367018,data/skills/best/p-random-bandit-fixed-peg_insert-seed-01.yaml,data/skills/best/p-random-bandit-fixed-peg_insert-seed-01.yaml,data/parameters/p-random-bandit-fixed-peg_insert-seed-01.json,data/scenes/p-random-bandit-fixed-peg_insert-seed-01.json,0,data/records/primary/p-random-bandit-fixed-peg_insert-seed-01.json,data/logs/run/p-random-bandit-fixed-peg_insert-seed-01.json,803edd00a0972b3c9e09c5cce8fd2489cddbeda2e7270a84581ee8c2289046d8,true,random-bandit-fixed,"{""robot"":""panda_peg"",""object_xml"":""peg_socket""}"
p-random-bandit-fixed-peg_insert-seed-02,primary,peg_insert,random-bandit-fixed,Random-BanditRefine-FixedST,2,0.9778971908040063,0.48121158867977126,0.954920165829844,data/skills/best/p-random-bandit-fixed-peg_insert-seed-02.yaml,data/skills/best/p-random-bandit-fixed-peg_insert-seed-02.yaml,data/parameters/p-random-bandit-fixed-peg_insert-seed-02.json,data/scenes/p-random-bandit-fixed-peg_insert-seed-02.json,0,data/records/primary/p-random-bandit-fixed-peg_insert-seed-02.json,data/logs/run/p-random-bandit-fixed-peg_insert-seed-02.json,fcb413af103ce79b72e868dfb3e88c9292c07bbe90feadc68e357c0afaa79ab5,true,random-bandit-fixed,"{""robot"":""panda_peg"",""object_xml"":""peg_socket""}"
p-random-bandit-fixed-peg_insert-seed-03,primary,peg_insert,random-bandit-fixed,Random-BanditRefine-FixedST,3,0.9777102722362656,0.8477102722362656,0.9705730402918872,data/skills/best/p-random-bandit-fixed-peg_insert-seed-03.yaml,data/skills/best/p-random-bandit-fixed-peg_insert-seed-03.yaml,data/parameters/p-random-bandit-fixed-peg_insert-seed-03.json,data/scenes/p-random-bandit-fixed-peg_insert-seed-03.json,0,data/records/primary/p-random-bandit-fixed-peg_insert-seed-03.json,data/logs/run/p-random-bandit-fixed-peg_insert-seed-03.json,87afec6c714e3a12a4dea87052686b5c303381f10b3c6473dc0cf223cdf26b2b,true,random-bandit-fixed,"{""robot"":""panda_peg"",""object_xml"":""peg_socket""}"
p-random-bandit-fixed-peg_insert-seed-04,primary,peg_insert,random-bandit-fixed,Random-BanditRefine-FixedST,4,0.97728334556676,0.6569350518906135,0.9559680137619256,data/skills/best/p-random-bandit-fixed-peg_insert-seed-04.yaml,data/skills/best/p-random-bandit-fixed-peg_insert-seed-04.yaml,data/parameters/p-random-bandit-fixed-peg_insert-seed-04.json,data/scenes/p-random-bandit-fixed-peg_insert-seed-04.json,0,data/records/primary/p-random-bandit-fixed-peg_insert-seed-04.json,data/logs/run/p-random-bandit-fixed-peg_insert-seed-04.json,6c730a431682796aa3856802ad60f11bea847a33fab71d6c5c550b7a5b9441fa,true,random-bandit-fixed,"{""robot"":""panda_peg"",""object_xml"":""peg_socket""}"
p-random-bandit-fixed-peg_insert-seed-05,primary,peg_insert,random-bandit-fixed,Random-BanditRefine-FixedST,5,0.9757030496439151,0.805703049643915,0.9635678822651426,data/skills/best/p-random-bandit-fixed-peg_insert-seed-05.yaml,data/skills/best/p-random-bandit-fixed-peg_insert-seed-05.yaml,data/parameters/p-random-bandit-fixed-peg_insert-seed-05.json,data/scenes/p-random-bandit-fixed-peg_insert-seed-05.json,0,data/records/primary/p-random-bandit-fixed-peg_insert-seed-05.json,data/logs/run/p-random-bandit-fixed-peg_insert-seed-05.json,79a5e380fa11e7c0b79ce1d80cc66ca63af384bb8edbbb461720ab7951835ccd,true,random-bandit-fixed,"{""robot"":""panda_peg"",""object_xml"":""peg_socket""}"
p-random-bandit-fixed-peg_insert-seed-06,primary,peg_insert,random-bandit-fixed,Random-BanditRefine-FixedST,6,0.9562302795969694,0.2902719107671625,0.9559080637803009,data/skills/best/p-random-bandit-fixed-peg_insert-seed-06.yaml,data/skills/best/p-random-bandit-fixed-peg_insert-seed-06.yaml,data/parameters/p-random-bandit-fixed-peg_insert-seed-06.json,data/scenes/p-random-bandit-fixed-peg_insert-seed-06.json,0,data/records/primary/p-random-bandit-fixed-peg_insert-seed-06.json,data/logs/run/p-random-bandit-fixed-peg_insert-seed-06.json,a0becbbcf06bcee907a248b5c6c7f8871da9b5b2c95e851def5450d30cec86c0,true,random-bandit-fixed,"{""robot"":""panda_peg"",""object_xml"":""peg_socket""}"
p-random-bandit-fixed-peg_insert-seed-07,primary,peg_insert,random-bandit-fixed,Random-BanditRefine-FixedST,7,0.9227622923977222,0.502766283561478,0.8530208627672895,data/skills/best/p-random-bandit-fixed-peg_insert-seed-07.yaml,data/skills/best/p-random-bandit-fixed-peg_insert-seed-07.yaml,data/parameters/p-random-bandit-fixed-peg_insert-seed-07.json,data/scenes/p-random-bandit-fixed-peg_insert-seed-07.json,0,data/records/primary/p-random-bandit-fixed-peg_insert-seed-07.json,data/logs/run/p-random-bandit-fixed-peg_insert-seed-07.json,a2b8ed1d1d1512427f702e4a610bd3b800490bf01cb9f527df7346efd0517c8b,true,random-bandit-fixed,"{""robot"":""panda_peg"",""object_xml"":""peg_socket""}"
p-random-bandit-fixed-peg_insert-seed-08,primary,peg_insert,random-bandit-fixed,Random-BanditRefine-FixedST,8,0.9815105435371466,0.55660660849054,0.8534491165837492,data/skills/best/p-random-bandit-fixed-peg_insert-seed-08.yaml,data/skills/best/p-random-bandit-fixed-peg_insert-seed-08.yaml,data/parameters/p-random-bandit-fixed-peg_insert-seed-08.json,data/scenes/p-random-bandit-fixed-peg_insert-seed-08.json,0,data/records/primary/p-random-bandit-fixed-peg_insert-seed-08.json,data/logs/run/p-random-bandit-fixed-peg_insert-seed-08.json,065111af613a39149be98e4466f5d31b251d69f28d91d675e5ce92ebf46c4ece,true,random-bandit-fixed,"{""robot"":""panda_peg"",""object_xml"":""peg_socket""}"
p-random-bandit-fixed-peg_insert-seed-09,primary,peg_insert,random-bandit-fixed,Random-BanditRefine-FixedST,9,0.9723493673022253,0.9823493673022254,0.8275815953519525,data/skills/best/p-random-bandit-fixed-peg_insert-seed-09.yaml,data/skills/best/p-random-bandit-fixed-peg_insert-seed-09.yaml,data/parameters/p-random-bandit-fixed-peg_insert-seed-09.json,data/scenes/p-random-bandit-fixed-peg_insert-seed-09.json,0,data/records/primary/p-random-bandit-fixed-peg_insert-seed-09.json,data/logs/run/p-random-bandit-fixed-peg_insert-seed-09.json,cc6f433742525bbe5dfeac774c556df929bb67b1ae75ac44b9ad98eddfadbadc,true,random-bandit-fixed,"{""robot"":""panda_peg"",""object_xml"":""peg_socket""}"
p-random-bandit-fixed-push_to_goal-seed-00,primary,push_to_goal,random-bandit-fixed,Random-BanditRefine-FixedST,0,0.8607699912362333,0.23113975195199665,0.4872807094189297,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-00.yaml,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-00.yaml,data/parameters/p-random-bandit-fixed-push_to_goal-seed-00.json,data/scenes/p-random-bandit-fixed-push_to_goal-seed-00.json,0,data/records/primary/p-random-bandit-fixed-push_to_goal-seed-00.json,data/logs/run/p-random-bandit-fixed-push_to_goal-seed-00.json,522d8f2268bd1620892772948e74aa12f6165db63221b2577c0dce8324c2b3ca,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""push_box"",""target_markers"":[[0.5,-0.15,0.025]]}"
p-random-bandit-fixed-push_to_goal-seed-01,primary,push_to_goal,random-bandit-fixed,Random-BanditRefine-FixedST,1,0.9551406388296574,0.6950676284351289,0.7643079254827335,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-01.yaml,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-01.yaml,data/parameters/p-random-bandit-fixed-push_to_goal-seed-01.json,data/scenes/p-random-bandit-fixed-push_to_goal-seed-01.json,0,data/records/primary/p-random-bandit-fixed-push_to_goal-seed-01.json,data/logs/run/p-random-bandit-fixed-push_to_goal-seed-01.json,ab1686fd4ad211580511134648a37ace58669dbd5f1ba17f2b50cac1df9c0388,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""push_box"",""target_markers"":[[0.5,-0.15,0.025]]}"
p-random-bandit-fixed-push_to_goal-seed-02,primary,push_to_goal,random-bandit-fixed,Random-BanditRefine-FixedST,2,0.8401013836769377,0.7301013836769377,0.7425283675330716,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-02.yaml,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-02.yaml,data/parameters/p-random-bandit-fixed-push_to_goal-seed-02.json,data/scenes/p-random-bandit-fixed-push_to_goal-seed-02.json,0,data/records/primary/p-random-bandit-fixed-push_to_goal-seed-02.json,data/logs/run/p-random-bandit-fixed-push_to_goal-seed-02.json,0800179da9d5a758cf4266e6a7fef431cf6465da70361426722539a77653d296,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""push_box"",""target_markers"":[[0.5,-0.15,0.025]]}"
p-random-bandit-fixed-push_to_goal-seed-03,primary,push_to_goal,random-bandit-fixed,Random-BanditRefine-FixedST,3,0.006324591541593631,-0.012564297347295264,0.0,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-03.yaml,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-03.yaml,data/parameters/p-random-bandit-fixed-push_to_goal-seed-03.json,data/scenes/p-random-bandit-fixed-push_to_goal-seed-03.json,0,data/records/primary/p-random-bandit-fixed-push_to_goal-seed-03.json,data/logs/run/p-random-bandit-fixed-push_to_goal-seed-03.json,6ae520e88974c05003376e688e9688737f1284d4aaef0510c018a51a7e155500,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""push_box"",""target_markers"":[[0.5,-0.15,0.025]]}"
p-random-bandit-fixed-push_to_goal-seed-04,primary,push_to_goal,random-bandit-fixed,Random-BanditRefine-FixedST,4,0.7162717392645691,0.38754970560196816,0.7162717392645691,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-04.yaml,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-04.yaml,data/parameters/p-random-bandit-fixed-push_to_goal-seed-04.json,data/scenes/p-random-bandit-fixed-push_to_goal-seed-04.json,0,data/records/primary/p-random-bandit-fixed-push_to_goal-seed-04.json,data/logs/run/p-random-bandit-fixed-push_to_goal-seed-04.json,e6cfcbcf39d76c626a1906e12811eed1cbaf33497b3137ad05d51bba194d5afb,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""push_box"",""target_markers"":[[0.5,-0.15,0.025]]}"
p-random-bandit-fixed-push_to_goal-seed-05,primary,push_to_goal,random-bandit-fixed,Random-BanditRefine-FixedST,5,0.0,-0.09,0.0,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-05.yaml,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-05.yaml,data/parameters/p-random-bandit-fixed-push_to_goal-seed-05.json,data/scenes/p-random-bandit-fixed-push_to_goal-seed-05.json,0,data/records/primary/p-random-bandit-fixed-push_to_goal-seed-05.json,data/logs/run/p-random-bandit-fixed-push_to_goal-seed-05.json,b5fcfe544f09d39fc2baa91d199c945712b684c20d2a8a9f9191fd2bf469a66c,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""push_box"",""target_markers"":[[0.5,-0.15,0.025]]}"
p-random-bandit-fixed-push_to_goal-seed-06,primary,push_to_goal,random-bandit-fixed,Random-BanditRefine-FixedST,6,0.8374252267981518,0.10753889211253537,0.0,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-06.yaml,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-06.yaml,data/parameters/p-random-bandit-fixed-push_to_goal-seed-06.json,data/scenes/p-random-bandit-fixed-push_to_goal-seed-06.json,0,data/records/primary/p-random-bandit-fixed-push_to_goal-seed-06.json,data/logs/run/p-random-bandit-fixed-push_to_goal-seed-06.json,16b375f57c0c5b4ce45f96c5c77d637c964829d5d8eed6f0aa38ddc1cb0fe71c,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""push_box"",""target_markers"":[[0.5,-0.15,0.025]]}"
p-random-bandit-fixed-push_to_goal-seed-07,primary,push_to_goal,random-bandit-fixed,Random-BanditRefine-FixedST,7,0.0,-0.13,0.0,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-07.yaml,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-07.yaml,data/parameters/p-random-bandit-fixed-push_to_goal-seed-07.json,data/scenes/p-random-bandit-fixed-push_to_goal-seed-07.json,0,data/records/primary/p-random-bandit-fixed-push_to_goal-seed-07.json,data/logs/run/p-random-bandit-fixed-push_to_goal-seed-07.json,28c8ae8ebaf09109c81b60f89fe1cfbba32d216c8fcc849c6d035bee6505d6ba,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""push_box"",""target_markers"":[[0.5,-0.15,0.025]]}"
p-random-bandit-fixed-push_to_goal-seed-08,primary,push_to_goal,random-bandit-fixed,Random-BanditRefine-FixedST,8,0.29219762704561,0.13219762704560997,0.0,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-08.yaml,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-08.yaml,data/parameters/p-random-bandit-fixed-push_to_goal-seed-08.json,data/scenes/p-random-bandit-fixed-push_to_goal-seed-08.json,0,data/records/primary/p-random-bandit-fixed-push_to_goal-seed-08.json,data/logs/run/p-random-bandit-fixed-push_to_goal-seed-08.json,946f74f5422c88c50ecafd5f996a96c4d454a212b46b6f3d5d485448ff66cf72,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""push_box"",""target_markers"":[[0.5,-0.15,0.025]]}"
p-random-bandit-fixed-push_to_goal-seed-09,primary,push_to_goal,random-bandit-fixed,Random-BanditRefine-FixedST,9,0.0,0.29,0.0,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-09.yaml,data/skills/best/p-random-bandit-fixed-push_to_goal-seed-09.yaml,data/parameters/p-random-bandit-fixed-push_to_goal-seed-09.json,data/scenes/p-random-bandit-fixed-push_to_goal-seed-09.json,0,data/records/primary/p-random-bandit-fixed-push_to_goal-seed-09.json,data/logs/run/p-random-bandit-fixed-push_to_goal-seed-09.json,0002c7ba09849b27f8e42e2bbb84eef032d0b4c1c78b1e69946b26d2607af08d,true,random-bandit-fixed,"{""robot"":""panda_pusher"",""object_xml"":""push_box"",""target_markers"":[[0.5,-0.15,0.025]]}"
p-random-language-fixed-door_push-seed-00,primary,door_push,random-language-fixed,Random-LLMRefine-FixedST,0,1.0,0.8,0.42908617802815757,data/skills/best/p-random-language-fixed-door_push-seed-00.yaml,data/skills/best/p-random-language-fixed-door_push-seed-00.yaml,data/parameters/p-random-language-fixed-door_push-seed-00.json,data/scenes/p-random-language-fixed-door_push-seed-00.json,0,data/records/primary/p-random-language-fixed-door_push-seed-00.json,data/logs/run/p-random-language-fixed-door_push-seed-00.json,0af5fb20d207d79e70213f0cc386b3f42addb0929c7a61b6aa5432b50da6e689,true,random-language-fixed,"{""robot"":""panda"",""object_xml"":""door""}"
p-random-language-fixed-door_push-seed-01,primary,door_push,random-language-fixed,Random-LLMRefine-FixedST,1,1.0,0.85,0.5404542071247342,data/skills/best/p-random-language-fixed-door_push-seed-01.yaml,data/skills/best/p-random-language-fixed-door_push-seed-01.yaml,data/parameters/p-random-language-fixed-door_push-seed-01.json,data/scenes/p-random-language-fixed-door_push-seed-01.json,0,data/records/primary/p-random-language-fixed-door_push-seed-01.json,data/logs/run/p-random-language-fixed-door_push-seed-01.json,68452cafd6742b6398d05382b99671b33bc028bab744f8128b7a05030b4a07d8,true,random-language-fixed,"{""robot"":""panda"",""object_xml"":""door""}"
p-random-language-fixed-door_push-seed-02,primary,door_push,random-language-fixed,Random-LLMRefine-FixedST,2,1.0,0.8899999999999999,0.4710551636471117,data/skills/best/p-random-language-fixed-door_push-seed-02.yaml,data/skills/best/p-random-language-fixed-door_push-seed-02.yaml,data/parameters/p-random-language-fixed-door_push-seed-02.json,data/scenes/p-random-language-fixed-door_push-seed-02.json,0,data/records/primary/p-random-language-fixed-door_push-seed-02.json,data/logs/run/p-random-language-fixed-door_push-seed-02.json,18ba08bf8e7f114f535633766fbacdc16318a856052a8133a45a6da02d9de5f8,true,random-language-fixed,"{""robot"":""panda"",""object_xml"":""door""}"
