cell_id,source_container_path,source_container_original_sha256,entry_index,entry_iteration,evidence_field,configuration_count,configuration_sha256s,public_path,public_sha256,derivation
p-create-param-only-fixed-obstacle_reach-seed-04,data/logs/run/p-create-param-only-fixed-obstacle_reach-seed-04.json,864c9a01e363f128cea7f4d0dfb5dd5b460a99c0e79437167b618c2d07dc41f4,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-obstacle_reach-seed-04.json,e32dd29aed7c6195e4c4d96955d984f19e280c7736bf7c3cd5089da46f2283aa,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-obstacle_reach-seed-05,data/logs/run/p-create-param-only-fixed-obstacle_reach-seed-05.json,e72bc629910d11ae52d607612b804728c4d9f20a36bb84526e91acee7e0e0918,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-obstacle_reach-seed-05.json,b30347b808f4310b32518c9a9bdb936c69b35c9395ade929c3baeb90f09ab78e,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-obstacle_reach-seed-06,data/logs/run/p-create-param-only-fixed-obstacle_reach-seed-06.json,700d8919b41ac21af2195fcf5c8a88f97afdcb910deb1a546fa2697a9d6e0cd2,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-obstacle_reach-seed-06.json,4c8335450b7ca727e038941aa19e067eb97f82d9f9d7bde23f9a18a85ae03433,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-obstacle_reach-seed-07,data/logs/run/p-create-param-only-fixed-obstacle_reach-seed-07.json,41152fee8df9ac1f1db7dd7267864bd98e9f7c7e4cf7bf4f62cce384aa4df72b,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-obstacle_reach-seed-07.json,ffe93706bc227897d566839df5481b4dac45903b92f19c6331129bb97f5d183b,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-obstacle_reach-seed-08,data/logs/run/p-create-param-only-fixed-obstacle_reach-seed-08.json,a855bc36ad12b89dc28926608a91ca2815510593083fb7af88ed723cb5d6a5f2,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-obstacle_reach-seed-08.json,667f2161671ff15433d70edb1bf0412d4b008a89de2ef67541ac677b4a796b34,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-obstacle_reach-seed-09,data/logs/run/p-create-param-only-fixed-obstacle_reach-seed-09.json,3729e39244b7056b417502c7508a6e948af03eb7462904741a489a74eb39e19c,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-obstacle_reach-seed-09.json,678bab93a2cdebd0b376ee93ca11fffbe0dcb046934655799506becd14e93f4c,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_channel-seed-00,data/logs/run/p-create-param-only-fixed-peg_channel-seed-00.json,a6df576ee86bc2a3556350ddf7804a6a8dd191b480584665673c3434e73bd56d,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_channel-seed-00.json,3d53ee1e83afaa4843753180207254101b7656439b1187f812f0d86ac51b295a,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_channel-seed-01,data/logs/run/p-create-param-only-fixed-peg_channel-seed-01.json,ba404ad75f866fcc505afadb3519f5cd404574c09e43bdfc9f9172e9174590cc,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_channel-seed-01.json,02b23c18eab58ee22de5dc0e2d65929e2477548cdacf562f5bbdf46d281b6bb9,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_channel-seed-02,data/logs/run/p-create-param-only-fixed-peg_channel-seed-02.json,75867fe0301857460d9459c0dfc7aceef4d9862321ce1c096e90940b04081022,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_channel-seed-02.json,74979f98d281f264d8888c6ef1c9a5c0766920a44fba2057b7e708c42a7d8f09,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_channel-seed-03,data/logs/run/p-create-param-only-fixed-peg_channel-seed-03.json,d3b84a5c8c396712615e6b0a8b4f842a4958784815c2daaac8c269e8e4f91248,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_channel-seed-03.json,a1e15bbf8f0791d8c74867e05cbd7c1af0805573501de886393b4066b3e95a32,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_channel-seed-04,data/logs/run/p-create-param-only-fixed-peg_channel-seed-04.json,57579df69d9ce843d43503ea7a16531c6371993cadb62ee4596bb0eddc1db9b5,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_channel-seed-04.json,a1f6e63beb8d24e00f1e299c2bbbf9b9097ad56ee0c1fbd74457d41b288fac7f,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_channel-seed-05,data/logs/run/p-create-param-only-fixed-peg_channel-seed-05.json,a16a1eac7ebe4cb05536e1dc9f9f1480c6682de60c0d9bc2adedd11a364a6ec5,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_channel-seed-05.json,1d30de84f371cf81a02f7486bb961a6f10708721fdb9eb944237d5a9b1eb38a7,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_channel-seed-06,data/logs/run/p-create-param-only-fixed-peg_channel-seed-06.json,a92b88ce698b807008c59f2d761743b78c50947231c2f42176fce5e37fb9fe90,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_channel-seed-06.json,3c7ffa4ab66e6ca43905e35d94aff453e497a38b819d0f6014bbd4a037f3aa59,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_channel-seed-07,data/logs/run/p-create-param-only-fixed-peg_channel-seed-07.json,8d6f4787665f32233363f35486cfa2d7f1219dc8557e5a054325b0bc183b7030,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_channel-seed-07.json,b00aeac8a02ba7faf4380e8d845eb61ac6d957b7784efd3b5f55f311f89f2f08,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_channel-seed-08,data/logs/run/p-create-param-only-fixed-peg_channel-seed-08.json,905ae34c4fa821450f0b7e76aa182699e107016004716e77a0929373710d7d2f,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_channel-seed-08.json,bbcd325b8aa70e432e63d7c97aa6bda91d2e744782ab1aadcf7f59698c760209,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_channel-seed-09,data/logs/run/p-create-param-only-fixed-peg_channel-seed-09.json,38b4118684dd352a246e25c9d72d535556dc1bcb634f8a94618bca59f6badd7e,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_channel-seed-09.json,4364c34a540b2158165745dc99dc9ac66869d98ba3f80f4b9686e57c67298ba4,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_insert-seed-00,data/logs/run/p-create-param-only-fixed-peg_insert-seed-00.json,1a829d2859538f08d32ff0f04787c3f60920d2e0da018b0771a7e8b33e72a19e,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_insert-seed-00.json,2d0d76ab83188f05aef33cc3f7c741ba3cce22b8e5a00a15e75ab314115e6c35,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_insert-seed-01,data/logs/run/p-create-param-only-fixed-peg_insert-seed-01.json,ba46b988aef78e34de4ec544ca70b9c7a92e85225d23ddd0f1e8bf8a69c6f505,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_insert-seed-01.json,995e332c74ef3809d11383f8d3cba9b5877d7cd12a7660b450c8735c82022b07,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_insert-seed-02,data/logs/run/p-create-param-only-fixed-peg_insert-seed-02.json,1e8c98305f688958e0c6608b58ee41ef83b69e224fbcf34f86c490dc3d54ee2a,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_insert-seed-02.json,3e65049642e1fb4f85e86ac1f50058006356aafe5be864b60f883754a732881e,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_insert-seed-03,data/logs/run/p-create-param-only-fixed-peg_insert-seed-03.json,41179bec1388d88dc3ac608fec3958dce13c1c43b7f4b9c1c45090b3cdae91ae,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_insert-seed-03.json,c8b5953817121ed29ce56d740b2ca386d98eeae8c92daf7758c99fd41aeb78f1,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_insert-seed-04,data/logs/run/p-create-param-only-fixed-peg_insert-seed-04.json,fef54383accb22e1bc0ca97052f7bd7bf623f4208c4448ca01e9d5ed2d2d5f1f,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_insert-seed-04.json,9b618052c1b134c7a766262952b24b601f966925d9d8c728d3f1b51f7278c4e1,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_insert-seed-05,data/logs/run/p-create-param-only-fixed-peg_insert-seed-05.json,7abf0364e1c1de60e2eb993e24bed345b047add809e36f7da4ec0b45e99259f2,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_insert-seed-05.json,684af2bf9e597c8bd47e0c71b758564e4f65f4d862e4ffaa2cf14af8f8d6ccd7,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_insert-seed-06,data/logs/run/p-create-param-only-fixed-peg_insert-seed-06.json,4bb24cb5c610514727cdd120e3006ba8584e9728b6362f2862dd06fd4ce0b2fd,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_insert-seed-06.json,94c497b7f199b00f9a378407cbd35e5abfc04517f33fe8368a660d647a068877,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_insert-seed-07,data/logs/run/p-create-param-only-fixed-peg_insert-seed-07.json,0461ceccf09c4ca518922f5a77618e278de928c6866708a232e1bc575d2ff079,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_insert-seed-07.json,6ee8d49f10b8ed772ce6a61ff3814cb1409073737a87630eacd8d50d18256a95,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_insert-seed-08,data/logs/run/p-create-param-only-fixed-peg_insert-seed-08.json,e99173cc249a751b610d17108c4414933db230f008a065136b333a66a59813b6,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-peg_insert-seed-08.json,980b5416e14611dbfc8707f135afe9fb14962e8ceeed5e86d0bcb7d47b511e1f,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-peg_insert-seed-09,data/logs/run/p-create-param-only-fixed-peg_insert-seed-09.json,7127988e7896f98fb72debed8a24c1f6ed3c40bbc7d7ac95458ab6cdc725a4a6,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-create-param-only-fixed-peg_insert-seed-09.json,75dd5fcfe38974693fd293f116f55c3ded9522ea314e4b144b7dbc11b61129c2,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-push_to_goal-seed-00,data/logs/run/p-create-param-only-fixed-push_to_goal-seed-00.json,c2ab8b39c8e10a0453e48de61df3f00bd6c3ed50c4c9fdf945900382240d2004,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-push_to_goal-seed-00.json,c6c389dcb72146a5e6b77a4768cd49ce56f0da4761cb1418f036556caee06fb7,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-push_to_goal-seed-01,data/logs/run/p-create-param-only-fixed-push_to_goal-seed-01.json,16aa0e818d090e9276f1a318500da8b3d3ea56862a728189957b8b8904bff941,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-push_to_goal-seed-01.json,c489cfc232d823331a1c6529839bf5ff236f1dc7babd9eaa849f985277c10b22,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-push_to_goal-seed-02,data/logs/run/p-create-param-only-fixed-push_to_goal-seed-02.json,fb15c44870bcc4812337db5072f43f73baeab9907a0c6e2a2df41565fbab04e4,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-push_to_goal-seed-02.json,ef51f80e09b6bc41876f7a5d993dcaa7e497e253b8038d57a6e883a5221fddcb,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-push_to_goal-seed-03,data/logs/run/p-create-param-only-fixed-push_to_goal-seed-03.json,24ab175cc0d2906e28068adb15cb13a253e391647c6e16a5a7f636fdafe911ca,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-push_to_goal-seed-03.json,1afc2260f9f1e86d128e588df1ddd6bc13774788617db581abc3910a3c9ec13f,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-push_to_goal-seed-04,data/logs/run/p-create-param-only-fixed-push_to_goal-seed-04.json,795c1236421a6d8b014bad49327b460de795dff1596edfd7a93790e0b6138b01,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-push_to_goal-seed-04.json,a66dcd6c7002086af77fb01efa07104b47525f9abc2dcbb6a3c75dff63fdb663,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-push_to_goal-seed-05,data/logs/run/p-create-param-only-fixed-push_to_goal-seed-05.json,bddf46a014f81cbf2cbb5459263da70c0971c54ef8eed0fa280e7a0249c43098,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-push_to_goal-seed-05.json,94c8431cbfded2ac2e04f4d9e59583ef8a5521cb40332d8cd2178bb05d073f33,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-push_to_goal-seed-06,data/logs/run/p-create-param-only-fixed-push_to_goal-seed-06.json,3306f6c08a9255fc5fac917d1b9458158424a9cefa2517e9258cdb0ac217705a,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-push_to_goal-seed-06.json,4235e87f05c4b619c53de7267d1da3bb7f3f2ca039d1345cb42916d8d5d07501,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-push_to_goal-seed-07,data/logs/run/p-create-param-only-fixed-push_to_goal-seed-07.json,fea12af215edd84d99f9293ebabbac8203852e860c367012f4d83adc5f448210,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-push_to_goal-seed-07.json,a5ebf73578150a66fb5de0951885bf12ea34a680bbfc5bd5f1f0a1d4513b63f7,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-push_to_goal-seed-08,data/logs/run/p-create-param-only-fixed-push_to_goal-seed-08.json,de8ca87d247bff211ccdf09bf89fa734093cf0c4b911522121988c8db8d2849b,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-push_to_goal-seed-08.json,0198604c14ada9d617c0bc7434ee4a4377da34a040e085fa78acb4f2e90cf21f,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-param-only-fixed-push_to_goal-seed-09,data/logs/run/p-create-param-only-fixed-push_to_goal-seed-09.json,9d260df4b7af437037826af224b2f1103a10a7d2e3a8a3c54810610059a8c45e,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-param-only-fixed-push_to_goal-seed-09.json,7117e7eadeb647626251e7f0cdcef3f0f137e2ef56f4cf179bfeb7821daa778e,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-door_push-seed-00,data/logs/run/p-random-bandit-fixed-door_push-seed-00.json,b0fb64deede04051563d449dc648c3ca433b8dedfc2818abdf71fb7acaa91140,11,11,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-door_push-seed-00.json,07f63020c2b40dafd13fb8325c7e5a7de285c2e4f91001073ab1c11477713a3d,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-door_push-seed-01,data/logs/run/p-random-bandit-fixed-door_push-seed-01.json,6c00bf755977d1db8fd998a640f5f6f61fc401b466665ca2a45f030413f8e1d7,10,10,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-door_push-seed-01.json,9a1399ae2d3733ba5f0146059b22927b10d9788ca5f498c42d124477f81e36e9,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-door_push-seed-02,data/logs/run/p-random-bandit-fixed-door_push-seed-02.json,f2ce40646a340ddeaaa9193e2f0de9c53a53ffc61bceb432cf27393abe39da80,4,4,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-door_push-seed-02.json,5767fa2320d4f4fe99e94f0fc4554ac1368b8115ab394afd9c5b9e8560ef9ffb,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-door_push-seed-03,data/logs/run/p-random-bandit-fixed-door_push-seed-03.json,63270c388e29c9b33af071facb93cc45914c6471bdfc4cccdef643286d45636d,10,10,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-door_push-seed-03.json,470a3a4a6414379d5be5c68b8ac8ceb55d31ecb9a28e010d02745d1d8ec8e25a,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-door_push-seed-04,data/logs/run/p-random-bandit-fixed-door_push-seed-04.json,8e6ba7951dd0dc4e02d4ba75467087363c552dec76a257ade278ebdb144b4313,13,13,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-door_push-seed-04.json,9dc9590685f31b6412a68f0b265431ea4d725492e67454406e02c2c77d960f2c,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-door_push-seed-05,data/logs/run/p-random-bandit-fixed-door_push-seed-05.json,d45dc1e42ee95a07d91e7dcd1718577ce85c1d3df02ce77fb2616929f86807ad,10,10,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-door_push-seed-05.json,58c0fb2c5fdb2b6093c8e26ad67c580176643272722a60212ccfe83cd0a14177,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-door_push-seed-06,data/logs/run/p-random-bandit-fixed-door_push-seed-06.json,89df5627ca4f9fbd78e07fe08c7548e20e97a81f1e0268fcdb87bc063b114e87,5,5,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-door_push-seed-06.json,61846463760d86626a45a93f04d9dd55cad2540d7335cdc559f640da5ffd2fe9,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-door_push-seed-07,data/logs/run/p-random-bandit-fixed-door_push-seed-07.json,a54cb1bb484df1b42fe6aca120aa1b01aad28f5b30e85e03b3b5b9f73d1f205c,4,4,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-door_push-seed-07.json,2b6abe2195f10c63cc14db59b774b7a685a4bbdb1c52d61d11ed4e8c19aa3252,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-door_push-seed-08,data/logs/run/p-random-bandit-fixed-door_push-seed-08.json,1978797b6fb415e0fdc500df3750288e86e7dfdf2b3cff650ab614a06de61e94,10,10,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-door_push-seed-08.json,f62c2ce20e5d824c432320b3fb8b98c3c717f7ac1f44c7dc1da0f1f9566d8cd2,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-door_push-seed-09,data/logs/run/p-random-bandit-fixed-door_push-seed-09.json,313d145282cd00ec6abb94e7bc3b062d463a5f75d8ef1e14eb8bd0a86320343d,4,4,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-door_push-seed-09.json,1a8c4d140c788ce43ff3284810d82beb79b5fcbb1c6fedfe69267f2a2316755f,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-grasp_place-seed-00,data/logs/run/p-random-bandit-fixed-grasp_place-seed-00.json,7f1fb87de7e4d85fc7f206fbedda0318c201f1c0d4ceee71a833e0de5d3e0e37,3,3,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-grasp_place-seed-00.json,39607618b29bc7092c9e74f002204aa10fe5087d9814812837ff92ef093af7ce,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-grasp_place-seed-01,data/logs/run/p-random-bandit-fixed-grasp_place-seed-01.json,4dc45633ac3125c227687a94f2916280c5087044b776d1c63e93acc7fc2e52a3,1,1,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-grasp_place-seed-01.json,08405a539e26c8408de3e9f086d177af4756650bc82107fbf1acf324c95030a3,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-grasp_place-seed-02,data/logs/run/p-random-bandit-fixed-grasp_place-seed-02.json,8b800cc363fdc6673bc3ac4238cdc78882052bcc6fcb62310987f1762279ebcf,2,2,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-grasp_place-seed-02.json,0eae33ad811d44aa1360e717b3662f6a36f82d563195b9b0b59c2f6206b2f224,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-grasp_place-seed-03,data/logs/run/p-random-bandit-fixed-grasp_place-seed-03.json,78d1ba1b7c52b0a5f26f8bdc8dc1db8254a6b3da9efca216127a6856e24430bd,6,6,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-grasp_place-seed-03.json,0249a730c7bf971ba72b2ba9438c84f76188d08042a45423d5cabd9b89590caf,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-grasp_place-seed-04,data/logs/run/p-random-bandit-fixed-grasp_place-seed-04.json,23671f7251288388740477505215fa88e5d8834121e98f89a0991733cd7a4d37,11,11,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-grasp_place-seed-04.json,ffd5abdb8739d781d0024935593182e4ee36f36632a5f9524a9c87d9a9e48811,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-grasp_place-seed-05,data/logs/run/p-random-bandit-fixed-grasp_place-seed-05.json,d45132531f27b9976c547fbcb27e8e06aaf148eafe8bddb4298a3f7d976d9103,8,8,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-grasp_place-seed-05.json,e1c97fd3ccdbd26f5fe64e944af3b8c7f2762acf0667f6328487fa3a562dcac9,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-grasp_place-seed-06,data/logs/run/p-random-bandit-fixed-grasp_place-seed-06.json,e60e3b6447e4d57532fd67b795f56f7c547edee0d13951c37e92dcf7182d53f5,2,2,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-grasp_place-seed-06.json,c051514e05309b6eb8c5054ea9dccadae42f037bd2b4d60bcf2c83959a86ea40,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-grasp_place-seed-07,data/logs/run/p-random-bandit-fixed-grasp_place-seed-07.json,7966e3852b21434ea91c169f6ce814d86be639fb6eb0aa5b2ebc4d9c20092e10,6,6,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-grasp_place-seed-07.json,d202c44c1829619cce447a133d298513f9cea9efc2d5b8acb304f63c2d43d06e,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-random-bandit-fixed-grasp_place-seed-08,data/logs/run/p-random-bandit-fixed-grasp_place-seed-08.json,d1e4cd6103da6972d0080c85aeebf8a8b6a37af722af1e4738be9ce97da253b4,7,7,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-random-bandit-fixed-grasp_place-seed-08.json,044fb9f4024fe2ec64682188381092c7a8f1cd49d7e935eb1d68de1eb136d89e,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
